Age,MonthlyIncome,YearsAtCompany,TotalWorkingYears,DistanceFromHome,JobSatisfaction,WorkLifeBalance,OverTime,NumCompaniesWorked,TrainingTimesLastYear,Attrition
43,106921,6,10,50,2,1,No,7,2,No
60,205000,6,30,45,4,1,Yes,7,2,Yes
50,100926,30,31,17,1,2,Yes,4,6,No
49,140185,8,17,21,1,4,No,6,1,No
26,64086,4,5,31,3,3,No,0,6,No
34,75909,16,16,33,3,2,Yes,7,2,No
38,115816,12,20,40,3,4,Yes,7,6,No
54,156210,29,31,30,3,3,No,2,6,No
58,146875,11,28,9,1,2,No,7,0,No
42,98790,17,24,22,1,1,Yes,8,2,Yes
52,150550,18,29,38,1,3,No,0,1,Yes
57,168690,8,29,10,4,1,Yes,1,4,No
50,61128,0,8,4,3,4,Yes,2,6,No
36,73074,4,17,40,2,4,No,3,6,No
25,40457,0,5,8,2,4,No,6,2,Yes
27,70322,9,10,13,2,4,No,1,4,No
53,64332,10,10,47,3,1,No,0,0,Yes
34,64495,16,16,28,3,2,Yes,1,6,Yes
47,146990,17,29,34,2,4,Yes,8,3,No
38,127019,17,19,36,2,1,No,1,5,No
24,34352,6,8,10,4,3,Yes,8,2,No
47,95986,11,16,16,2,3,Yes,0,6,No
42,69606,11,19,5,4,4,No,1,3,No
27,41498,3,3,9,3,2,No,4,4,No
38,99166,7,20,39,3,4,No,4,2,No
26,19496,3,3,36,3,2,No,0,3,Yes
53,160840,26,33,13,3,3,No,0,5,No
42,43759,7,7,34,2,3,No,0,6,No
23,53693,3,7,44,4,1,No,1,3,No
51,56506,2,3,41,2,2,No,3,4,No
26,59938,7,8,12,3,3,Yes,4,2,No
46,96133,4,4,34,1,3,No,6,5,No
58,28587,0,0,3,4,2,No,6,2,No
50,111658,13,22,3,4,3,Yes,1,5,No
37,59593,2,7,4,3,3,Yes,5,5,No
32,18000,0,0,2,1,1,No,3,6,Yes
47,127778,0,16,30,1,1,No,1,5,No
39,130684,1,21,14,4,1,Yes,8,0,No
21,18000,4,5,27,4,1,Yes,3,0,No
35,39135,3,3,21,4,1,Yes,1,4,Yes
32,55383,7,10,45,4,4,No,6,3,No
21,38575,0,0,1,1,2,No,5,6,No
31,82115,1,12,1,4,4,No,5,0,No
40,139345,5,23,49,4,3,No,5,4,Yes
37,73018,11,11,14,1,1,No,1,4,No
44,30226,4,4,33,3,1,No,6,6,Yes
45,63400,1,9,27,2,3,Yes,3,5,Yes
26,58606,0,6,24,1,3,No,8,6,Yes
54,112059,15,23,14,3,4,No,1,2,No
35,29483,1,2,12,1,4,Yes,7,4,No
52,44313,5,10,40,2,1,No,6,6,Yes
39,62114,6,8,2,3,2,Yes,5,6,No
25,18017,2,3,50,4,1,No,3,4,No
59,154440,8,28,9,3,1,No,5,0,No
53,112351,7,24,1,1,1,Yes,5,2,Yes
56,34320,1,5,28,2,1,Yes,4,4,No
48,83316,21,24,15,4,4,No,3,6,No
40,132120,2,24,16,4,1,Yes,4,2,No
39,29021,3,3,19,4,2,No,6,1,No
54,145660,2,31,39,1,1,Yes,8,0,No
60,195627,32,33,23,2,1,No,8,5,No
49,18000,2,2,9,1,2,No,5,0,No
50,60337,2,6,2,3,4,Yes,2,4,No
52,19259,1,3,47,1,2,Yes,1,0,Yes
54,160038,27,27,46,4,1,Yes,7,5,No
21,19997,2,4,40,1,3,No,3,5,No
26,52678,5,10,2,4,2,No,8,6,No
47,18169,0,0,26,2,4,Yes,3,6,No
31,25437,0,2,1,1,2,Yes,6,0,No
23,46571,0,5,41,2,2,Yes,1,5,No
39,139203,16,20,12,3,1,Yes,0,5,No
57,51441,1,1,1,2,3,No,2,5,No
21,23333,1,1,38,2,2,No,2,6,No
25,18356,2,6,22,2,3,Yes,8,0,No
48,18049,0,4,30,1,2,Yes,8,1,Yes
35,114227,14,20,21,1,1,Yes,3,6,No
24,35091,2,6,45,4,1,No,4,0,Yes
33,62136,12,16,41,4,1,No,3,0,No
53,150880,12,31,15,4,4,Yes,1,2,No
54,43675,0,4,22,4,3,Yes,5,5,Yes
55,121911,25,31,30,3,2,No,1,4,No
22,23025,0,2,50,3,4,Yes,4,2,Yes
25,27370,0,6,42,2,3,No,1,5,Yes
27,26200,5,15,10,2,2,No,6,6,No
37,101615,9,18,23,1,3,No,3,4,No
60,138860,13,33,12,1,3,No,6,3,No
31,18000,11,12,32,1,2,No,1,2,No
46,82098,9,16,2,2,2,Yes,3,1,No
38,102940,6,19,41,3,4,No,4,3,No
33,81932,2,13,2,1,3,Yes,0,6,No
54,43305,4,13,12,1,2,No,2,5,No
42,101163,6,11,50,2,1,No,7,1,No
51,76157,2,10,27,4,4,Yes,2,2,No
51,125089,16,24,8,1,1,No,7,4,No
41,26219,1,1,25,4,2,No,0,4,No
48,18273,0,0,9,1,2,Yes,5,3,Yes
28,65730,9,10,12,4,4,Yes,8,6,Yes
34,72862,12,19,42,4,2,No,2,0,No
39,76218,8,17,21,3,2,Yes,0,3,Yes
44,142510,19,26,29,2,4,Yes,8,3,No
21,25251,1,4,12,4,4,No,7,5,No
50,156972,1,30,42,3,2,No,3,5,No
46,158338,6,28,44,1,3,No,5,4,No
45,145378,2,21,16,1,3,No,1,2,No
45,145520,25,26,34,2,2,Yes,8,0,No
48,160174,22,29,24,1,3,Yes,7,5,No
46,18000,0,0,10,1,1,No,6,5,Yes
46,127969,9,25,2,1,4,Yes,4,4,No
56,82792,12,12,42,4,2,No,3,6,No
50,57337,0,7,14,1,3,Yes,0,5,No
49,142341,15,30,26,4,4,Yes,8,2,No
52,111590,3,29,20,2,3,No,2,0,No
47,87412,9,10,30,1,1,Yes,2,4,No
48,110351,1,20,26,1,4,No,5,0,No
60,124216,22,33,14,1,1,Yes,4,1,No
53,18000,0,3,41,2,2,No,5,4,Yes
59,117371,0,30,33,3,4,No,1,2,No
26,51166,6,10,1,4,2,No,8,5,No
33,39681,11,11,46,3,2,Yes,5,3,No
50,120604,8,20,17,3,1,Yes,1,0,No
43,49425,1,3,23,3,3,Yes,5,3,No
26,18207,0,4,35,1,4,No,3,2,No
25,54151,4,7,45,2,4,No,4,0,Yes
44,91672,5,5,30,1,3,No,6,6,No
48,78441,4,12,19,3,2,No,1,6,No
58,133308,4,21,23,3,4,No,8,3,No
56,138017,19,25,50,2,1,No,6,0,No
50,58776,3,7,1,3,4,Yes,2,6,No
51,175160,13,32,41,2,1,No,0,0,No
31,84742,3,4,23,3,3,No,7,0,No
45,143168,29,29,46,3,1,No,4,3,No
35,111288,1,18,13,3,2,Yes,2,2,No
49,120774,28,28,45,3,4,Yes,8,4,No
52,61916,2,7,13,2,3,Yes,3,3,No
52,93103,11,18,8,3,2,No,6,6,No
47,60546,7,9,3,2,4,No,1,1,No
56,18000,1,4,38,1,2,No,5,4,No
40,80959,7,10,28,4,1,No,3,2,No
44,106018,4,22,37,1,4,No,3,0,Yes
40,49288,7,13,44,3,2,Yes,2,5,Yes
24,42499,0,9,11,1,3,No,5,3,No
22,37367,3,5,40,3,3,Yes,8,5,No
32,62247,13,14,46,2,4,Yes,3,6,No
60,114160,7,22,44,1,1,Yes,4,1,Yes
40,30133,4,7,43,2,1,Yes,2,3,Yes
52,59293,1,6,25,1,3,No,4,6,No
44,152644,1,29,43,1,2,No,5,4,No
53,115456,21,21,19,2,4,No,4,2,No
50,45081,3,3,13,1,4,Yes,0,5,No
41,67497,6,14,49,2,1,Yes,4,6,Yes
56,84543,12,12,42,3,2,No,4,6,No
40,93122,11,16,27,1,3,No,8,2,Yes
32,100540,10,14,27,4,3,No,1,1,No
43,85778,0,20,41,4,4,No,3,6,No
24,62869,6,9,7,2,3,Yes,3,1,No
51,100651,8,14,26,3,3,Yes,0,0,Yes
50,173557,1,26,36,4,2,No,5,3,No
33,67497,14,14,27,3,2,Yes,2,6,Yes
36,63259,0,7,49,1,4,Yes,3,5,No
48,136302,12,21,11,2,2,No,4,6,No
43,114684,17,25,27,4,1,No,2,2,No
45,31482,5,10,41,1,2,Yes,2,6,No
25,86685,5,7,10,4,3,No,0,1,No
58,128057,18,30,44,2,4,Yes,1,4,Yes
40,102909,0,21,38,2,3,No,4,3,No
58,56786,5,6,34,2,1,No,0,0,No
29,51785,0,12,5,1,1,Yes,6,6,Yes
55,34484,2,4,38,2,4,No,7,5,No
41,79792,13,23,18,4,4,No,0,0,No
50,152024,8,27,37,1,2,No,6,4,Yes
41,104161,15,15,44,3,3,Yes,7,0,No
60,61663,2,11,42,3,3,Yes,7,2,Yes
21,18000,0,6,30,3,3,Yes,1,3,No
24,18577,6,8,18,4,3,No,1,4,No
25,19154,5,5,19,4,3,No,1,6,No
56,38987,2,2,4,1,4,Yes,8,2,No
35,87184,7,14,6,2,3,No,2,2,No
25,42121,2,7,34,1,1,No,3,2,Yes
40,68640,7,10,38,1,3,No,6,0,No
41,23795,0,0,10,3,3,No,5,3,No
34,49151,13,15,37,1,2,No,4,0,No
26,26075,3,8,44,2,1,No,0,6,No
41,65908,6,8,37,4,3,Yes,1,1,No
55,114594,25,26,47,1,2,No,8,0,Yes
29,18417,0,0,27,1,3,No,7,3,No
29,70422,2,12,15,1,4,Yes,7,6,No
28,39515,7,10,33,4,2,Yes,3,4,No
23,23197,1,9,14,1,4,No,0,1,No
32,61690,1,14,40,3,3,Yes,5,0,Yes
27,76658,3,9,19,2,2,No,1,5,No
46,18348,2,4,50,2,3,No,1,4,No
46,18000,0,3,31,2,3,Yes,7,2,Yes
49,113670,27,27,46,4,3,Yes,7,3,No
22,53896,0,4,38,1,2,Yes,8,4,No
23,46416,6,7,40,3,1,No,6,3,No
48,71357,3,12,19,3,2,No,1,5,No
26,18000,5,10,27,3,3,No,3,3,No
49,118704,18,28,20,3,3,No,1,6,No
46,76150,4,16,29,2,2,Yes,4,4,No
46,140300,8,21,24,2,4,No,5,2,No
24,36291,1,4,27,4,1,No,5,6,No
23,52268,2,2,33,2,3,No,3,3,No
46,180408,28,28,44,3,2,No,2,2,No
51,77779,13,17,30,3,2,No,5,3,No
47,71273,6,14,10,2,3,No,7,3,No
22,46795,5,6,34,3,3,Yes,0,2,Yes
24,67608,3,6,36,2,4,No,8,6,No
53,92137,1,21,25,3,1,No,8,1,No
42,68093,8,13,48,4,1,No,0,0,No
25,84416,7,7,30,3,1,No,8,5,No
47,129986,15,29,18,2,4,Yes,2,6,No
26,30826,1,9,36,4,2,No,5,1,No
34,74373,11,15,2,1,2,No,4,2,No
33,72997,15,15,7,1,3,No,0,1,No
40,133279,1,22,18,4,2,Yes,3,4,No
59,135347,21,26,19,2,4,No,7,3,No
46,104457,9,26,29,4,3,No,2,3,No
52,165696,26,26,43,4,2,No,5,4,No
23,20939,4,6,42,1,1,Yes,4,5,No
51,117830,23,25,7,2,3,No,0,5,No
33,64359,0,12,8,1,3,No,4,6,No
52,178904,15,34,42,2,1,No,1,2,No
29,55402,1,13,10,2,3,Yes,6,1,No
39,83729,7,12,34,2,3,No,5,5,Yes
51,123347,2,19,34,1,1,No,0,0,No
21,18558,2,2,26,2,1,Yes,0,2,No
53,161364,2,35,37,3,4,No,8,2,Yes
29,28570,4,5,50,4,2,No,5,4,No
56,110451,30,31,30,2,3,No,2,6,No
30,32399,5,5,7,2,3,No,1,2,No
57,180899,10,34,1,1,1,No,7,3,No
54,86280,5,16,49,1,4,No,8,1,No
45,85054,10,14,17,1,2,Yes,1,1,Yes
53,55527,1,5,48,3,3,No,2,1,No
51,108499,2,29,24,3,4,No,2,0,No
40,67106,13,18,2,4,4,No,2,4,No
50,43881,3,7,16,3,2,No,3,1,Yes
49,59160,1,4,5,4,4,Yes,1,4,No
59,152737,35,35,48,1,2,Yes,2,1,No
59,71792,2,11,12,4,2,No,2,4,No
36,113707,13,21,19,1,1,Yes,5,6,No
24,45934,2,3,39,3,1,No,1,6,No
43,132076,11,24,3,2,2,No,1,6,No
28,87243,10,10,42,2,3,No,7,5,No
33,93977,1,14,11,1,2,No,1,3,No
53,99364,2,18,20,3,4,No,6,6,No
40,57434,1,3,2,2,3,Yes,6,5,No
52,85261,5,14,50,2,3,No,8,0,No
43,123767,13,25,50,4,2,No,5,3,No
51,18589,1,4,40,1,1,No,6,4,Yes
27,68546,0,9,18,4,4,No,6,0,No
41,94073,8,11,13,2,3,No,0,5,No
23,48310,4,5,23,1,2,Yes,7,6,Yes
60,71099,1,9,24,4,3,No,5,4,No
24,75800,3,6,26,3,3,Yes,6,3,No
21,46709,2,3,48,3,3,No,0,2,No
36,62960,2,18,25,4,4,Yes,4,0,No
36,104742,15,16,7,3,1,No,7,3,No
30,83604,2,9,9,1,4,Yes,1,6,Yes
55,24278,0,1,1,1,4,Yes,7,2,No
58,80226,12,14,18,4,1,Yes,3,2,No
43,94073,8,12,29,1,1,No,6,1,No
35,66959,0,8,50,2,4,Yes,4,6,No
43,101289,9,21,12,2,2,No,6,3,No
58,38073,3,5,17,1,2,No,1,0,No
32,81076,14,16,49,2,3,Yes,8,1,No
23,35713,2,8,44,3,1,No,5,1,Yes
26,59891,4,8,29,1,1,Yes,4,0,No
28,45605,4,6,27,1,1,No,1,0,No
57,98805,11,11,19,4,2,Yes,7,2,No
41,35138,7,7,5,1,4,Yes,7,0,No
32,78118,2,15,33,1,2,No,4,1,Yes
55,151702,10,26,5,1,4,No,0,2,No
40,36906,7,8,11,1,4,Yes,5,0,No
57,170435,4,31,47,3,2,Yes,2,3,Yes
57,142720,14,27,28,2,3,No,8,4,No
45,74756,3,15,11,4,3,Yes,8,5,No
56,30417,1,1,6,2,4,No,4,5,No
28,18000,0,2,36,2,4,No,5,2,No
42,34639,4,9,40,1,1,No,5,0,No
29,46502,2,6,48,3,3,No,4,0,No
27,50061,5,6,45,2,1,No,1,3,Yes
47,37675,0,0,49,3,3,No,3,3,No
34,85889,3,17,33,1,2,No,6,4,No
35,96189,4,16,38,1,1,Yes,8,0,No
31,50551,0,9,13,1,3,No,7,4,No
51,117463,14,22,5,4,3,Yes,2,5,No
59,67424,3,6,35,4,2,Yes,5,4,No
36,102620,9,18,22,1,3,No,2,4,No
23,37283,0,4,31,4,1,No,6,5,No
50,157391,9,27,38,1,2,No,6,4,No
24,60711,7,7,12,1,3,No,4,2,No
25,60326,3,7,28,2,2,Yes,4,0,No
51,102833,2,23,21,4,4,No,3,5,No
21,35297,0,4,11,2,2,No,0,1,No
26,51498,3,6,34,4,4,No,4,0,No
50,18000,2,2,41,1,1,No,6,4,Yes
31,18000,0,0,38,2,3,Yes,2,5,No
25,50909,5,7,9,2,2,No,5,0,Yes
54,36617,0,5,44,3,3,Yes,8,4,Yes
32,58815,7,8,42,4,4,No,6,2,No
36,120639,0,18,1,3,1,No,3,1,No
41,37549,3,6,32,2,2,Yes,8,3,Yes
39,78391,3,12,43,1,1,Yes,3,4,Yes
27,18059,7,9,12,3,1,No,8,3,No
50,78262,7,13,35,3,2,No,0,2,No
27,21342,1,1,17,3,1,No,2,2,No
25,81457,8,9,22,1,4,No,2,2,No
48,63475,4,6,6,1,3,Yes,1,6,Yes
48,46044,1,9,50,2,3,Yes,7,0,No
25,18061,6,6,11,3,1,No,8,3,No
51,49762,0,6,31,1,2,No,8,1,No
23,40230,1,6,46,4,2,No,5,1,Yes
23,35833,1,3,29,4,4,No,5,6,No
39,93255,2,19,39,2,3,No,4,3,No
36,28038,1,3,25,4,1,No,7,3,No
24,61844,2,5,44,2,1,Yes,6,0,Yes
36,86435,10,13,18,2,3,Yes,7,5,No
53,87548,3,15,26,1,1,No,0,0,No
34,19015,0,0,46,1,4,Yes,4,2,No
42,123248,22,22,32,4,1,No,8,2,No
21,32835,0,3,28,1,4,No,2,3,No
40,101430,16,19,19,4,1,No,7,0,No
60,91379,4,8,40,3,3,No,2,5,No
21,46157,2,4,34,4,4,No,1,4,No
40,35603,7,8,7,1,4,Yes,6,0,No
45,148223,4,27,41,1,2,No,4,5,No
21,18000,2,2,24,3,1,Yes,0,2,No
42,152348,0,21,11,2,4,No,4,5,No
22,18000,1,7,6,3,4,Yes,6,4,Yes
22,38592,1,1,1,1,2,No,4,6,No
33,86420,0,14,16,1,1,No,4,2,No
46,77287,5,13,29,1,3,Yes,5,2,No
30,49319,7,12,41,2,2,Yes,2,4,Yes
41,18000,0,0,30,4,1,No,4,3,No
23,18000,2,5,15,4,4,Yes,8,6,No
45,76721,0,17,26,2,1,No,7,4,Yes
48,107397,4,21,35,1,1,No,2,2,No
50,110852,7,25,21,1,1,No,3,6,No
30,69271,4,12,33,1,1,Yes,2,4,No
41,72125,2,15,41,1,2,No,7,6,No
35,34609,2,6,43,4,1,Yes,1,5,No
60,53559,5,9,5,2,1,No,3,2,No
38,128352,7,17,23,4,3,No,1,2,No
26,50212,5,8,2,4,2,No,7,5,No
51,171880,8,29,50,2,4,No,8,4,No
28,21227,1,1,48,1,3,Yes,4,6,Yes
56,38936,2,2,28,2,1,Yes,3,5,No
24,37219,5,5,49,4,1,Yes,4,3,Yes
29,44968,0,12,29,2,3,No,4,3,No
59,89077,7,23,45,3,2,Yes,5,0,No
25,66311,6,6,19,3,1,No,1,0,No
33,20787,0,5,27,2,1,No,5,3,Yes
21,20899,0,3,4,2,1,Yes,1,4,No
43,35926,2,6,32,1,2,Yes,8,4,Yes
40,57244,5,16,26,4,1,No,3,5,No
41,113971,18,21,18,3,4,No,5,6,No
54,54509,15,16,2,3,4,No,8,4,No
32,91885,4,14,29,4,3,Yes,4,4,No
33,71194,9,9,33,4,2,Yes,7,1,No
32,80032,5,14,47,4,4,No,2,0,Yes
46,138151,15,29,24,3,3,No,4,5,No
54,139176,29,30,13,3,1,Yes,8,3,No
39,89833,2,12,36,1,2,Yes,1,5,Yes
24,60674,0,6,10,2,4,No,5,4,No
43,81609,7,15,19,1,3,No,1,4,No
57,18849,1,2,19,1,3,No,3,6,No
55,77160,2,7,46,2,4,No,5,0,No
45,147305,17,28,34,2,4,Yes,7,3,No
50,34796,3,8,9,2,3,No,8,3,Yes
60,68726,1,9,40,3,3,Yes,8,2,Yes
38,103123,10,21,9,3,4,No,4,6,No
24,60162,5,8,29,1,1,Yes,4,0,No
57,105211,14,23,47,2,1,No,8,5,No
48,21929,0,0,10,3,3,No,7,5,No
42,121891,7,17,31,4,3,No,8,3,No
33,71581,3,7,18,4,3,Yes,2,1,No
35,39118,11,12,47,2,2,Yes,7,4,No
56,166317,4,32,43,3,1,Yes,0,3,Yes
26,40402,6,9,33,3,2,Yes,6,2,Yes
29,18456,5,10,29,3,3,No,5,4,No
43,59538,1,4,15,3,2,No,7,5,No
45,64725,2,7,43,2,4,No,2,4,No
59,202418,9,35,3,1,1,No,6,3,No
26,18275,3,6,18,2,3,No,5,3,No
38,100724,0,18,42,1,4,No,3,2,No
34,82591,3,16,26,1,2,No,6,3,No
37,64040,0,9,49,2,4,Yes,4,5,No
35,88743,8,17,44,3,4,No,7,5,No
38,58806,10,13,5,2,1,Yes,0,0,No
41,63557,5,13,48,3,2,No,6,1,Yes
54,168119,11,33,7,1,3,No,8,1,No
54,90126,12,17,19,4,1,No,0,5,No
43,113770,13,25,41,1,4,No,5,1,No
53,68120,3,14,10,3,3,No,7,2,No
42,112903,11,15,30,2,3,No,3,5,No
28,70979,10,12,15,4,2,No,4,1,No
59,33119,0,2,18,1,1,No,2,6,No
25,66675,2,9,44,4,3,No,5,5,Yes
47,134661,23,24,24,1,3,Yes,3,2,No
30,44200,0,8,29,2,2,No,5,2,No
33,29052,1,5,28,3,4,Yes,4,1,No
23,52890,0,5,23,3,4,No,8,2,No
45,99363,10,13,15,3,2,Yes,2,3,No
55,63134,18,20,32,3,4,No,3,5,No
49,23293,0,0,9,3,3,No,7,6,No
40,96417,20,22,19,4,2,No,5,3,No
53,58731,14,17,1,3,4,No,8,5,No
58,117447,26,26,42,1,2,Yes,2,4,No
27,18843,0,2,37,2,4,No,5,2,No
39,82345,6,13,8,3,3,No,1,2,No
21,42012,3,5,2,3,4,No,7,2,No
57,25358,1,1,4,4,4,Yes,6,2,Yes
54,127417,20,29,30,1,2,Yes,2,6,No
35,111341,12,18,24,2,1,Yes,0,6,No
31,85546,0,5,24,3,2,No,8,0,No
27,41253,9,9,8,1,4,Yes,0,0,No
39,84438,7,12,35,3,3,No,4,5,Yes
33,54026,5,9,16,2,3,No,7,3,No
31,65119,12,14,11,1,3,No,2,1,No
42,112609,8,16,34,4,3,No,8,2,No
41,46531,9,9,38,4,1,No,4,0,No
21,42438,3,3,1,2,4,No,7,1,No
37,97882,16,19,20,1,1,No,7,3,No
56,174819,7,30,37,4,2,No,3,3,No
47,23120,0,0,7,4,2,No,7,6,No
50,129763,32,33,40,2,2,Yes,7,0,No
55,18000,0,4,14,2,1,No,5,4,No
51,138392,6,29,3,3,1,No,6,6,No
60,57402,3,14,7,2,4,No,7,5,No
60,55429,4,7,32,2,1,No,1,0,No
44,121510,3,26,46,4,2,No,3,6,No
59,124526,7,26,16,4,2,Yes,8,6,Yes
58,60774,4,11,43,3,3,Yes,8,1,Yes
26,62127,5,8,8,2,3,Yes,3,3,No
38,104088,0,17,15,1,1,Yes,5,1,No
21,18000,3,3,48,2,4,No,4,2,No
23,30973,1,4,19,2,4,Yes,6,1,No
38,110748,12,18,40,3,4,Yes,7,6,No
60,149489,2,24,28,2,2,Yes,0,4,Yes
52,18406,0,4,40,2,2,No,5,5,Yes
24,54091,4,6,18,2,1,Yes,0,5,No
49,137234,15,29,20,2,4,Yes,5,4,Yes
58,192094,7,35,2,1,1,No,7,3,No
27,27561,4,4,44,4,2,No,6,5,No
24,25608,1,7,20,1,4,No,8,4,No
43,91326,0,19,37,4,4,No,2,6,No
41,130173,13,19,48,1,2,No,5,6,Yes
59,129065,5,21,18,2,4,No,8,2,No
34,82257,3,18,14,2,1,No,3,2,No
37,101954,10,20,27,1,3,No,3,4,No
40,53909,4,16,25,4,1,No,3,6,No
34,80854,0,6,8,1,3,No,0,2,No
21,40579,1,1,37,3,4,No,2,6,No
28,37351,5,11,31,4,3,Yes,3,4,No
54,150034,19,27,47,2,1,No,6,1,No
60,126194,13,19,6,3,3,Yes,4,5,No
30,53611,2,13,8,2,2,Yes,4,0,No
58,123535,22,34,12,1,2,Yes,5,1,No
51,167860,2,33,34,3,1,No,7,0,No
60,91141,3,15,38,3,4,No,3,1,No
44,19295,0,0,25,3,4,No,2,1,Yes
50,43254,3,4,14,1,4,No,0,2,No
40,112450,1,16,16,2,2,No,8,3,No
31,80358,2,5,25,3,3,No,7,0,No
39,47021,3,10,29,4,2,No,3,0,No
60,130123,21,33,13,1,1,Yes,5,2,No
22,51821,3,7,45,2,4,No,5,0,Yes
43,121184,3,25,45,4,2,No,3,6,No
53,111133,21,29,43,1,2,No,7,1,Yes
43,57524,4,8,6,4,2,No,8,3,No
52,56908,15,15,1,3,4,No,8,2,No
24,24386,2,6,21,1,4,No,7,5,No
24,68504,2,6,32,2,4,No,8,6,No
47,118980,14,24,20,1,3,No,0,5,No
30,61317,4,4,21,4,1,Yes,7,4,No
60,72597,1,10,21,4,3,No,6,4,No
54,69688,0,19,19,4,2,No,1,1,No
30,69594,5,6,31,2,2,No,3,4,No
59,192172,1,34,6,2,3,Yes,6,6,Yes
22,98263,0,9,39,1,1,No,2,2,Yes
37,44394,3,9,33,4,1,No,3,1,No
50,109384,3,28,27,2,2,No,5,5,No
42,117852,15,19,50,1,2,No,5,6,Yes
53,115602,11,23,38,4,2,No,5,4,No
59,107034,3,8,4,2,2,Yes,6,5,Yes
43,87334,15,18,20,1,2,No,0,4,No
33,40415,10,10,48,3,2,Yes,6,4,No
24,54613,5,7,48,2,2,Yes,7,0,Yes
34,64122,4,16,45,2,3,No,6,0,No
38,73659,5,6,1,3,1,No,1,5,No
49,89399,6,16,41,4,3,No,8,2,No
39,86748,7,12,34,2,3,No,5,6,Yes
35,92156,8,15,44,3,4,No,7,4,No
58,39402,0,8,4,2,2,No,6,5,No
24,48184,0,4,12,2,1,No,4,2,No
45,72852,1,7,29,2,2,Yes,1,3,No
60,145295,35,35,49,1,2,Yes,1,0,No
43,43665,0,9,8,4,4,No,0,3,No
45,120285,2,18,5,3,4,Yes,7,2,No
26,74883,1,8,40,3,4,No,1,4,No
31,80073,5,13,24,2,2,No,4,3,No
46,135612,6,17,27,2,4,No,5,2,No
60,144603,9,27,10,2,1,No,5,0,No
59,133301,23,29,33,1,1,Yes,1,4,No
52,20221,0,3,38,1,1,No,6,4,Yes
45,89766,11,12,27,1,1,No,7,0,No
57,179909,5,24,4,1,2,No,2,6,No
34,18282,1,4,8,3,3,No,3,0,No
57,119263,27,28,4,4,3,Yes,4,5,No
48,64503,8,9,6,2,3,No,0,0,No
49,79380,6,10,21,2,2,No,4,0,No
60,33001,0,0,16,4,3,No,1,0,No
28,56869,8,11,45,1,1,Yes,5,0,No
30,86151,12,14,31,1,4,Yes,5,4,No
51,110973,3,30,21,2,2,No,6,3,No
53,24552,0,0,1,1,3,Yes,7,3,No
41,129504,10,26,27,1,4,No,6,2,No
22,43154,2,5,26,2,1,No,6,5,No
37,71381,10,12,11,1,1,No,1,5,No
58,91015,13,13,28,4,2,No,7,3,No
54,94529,9,18,42,1,1,No,8,1,Yes
55,45786,10,10,4,1,3,Yes,6,1,No
30,38856,1,7,37,1,4,Yes,4,2,No
24,45711,4,9,41,3,1,No,6,3,No
24,58320,0,4,35,4,1,Yes,8,4,No
25,27257,1,6,34,2,2,Yes,3,0,Yes
24,43376,3,3,8,3,2,No,6,3,No
42,118317,18,23,48,3,4,No,8,0,No
59,48259,0,3,35,2,3,No,0,2,No
21,42640,3,3,28,2,4,No,8,4,No
28,20790,1,3,50,1,3,Yes,4,5,Yes
28,63274,5,7,7,2,1,Yes,5,2,No
53,168974,1,34,36,3,4,No,6,4,Yes
43,78770,5,16,45,2,1,No,3,2,Yes
30,71504,16,16,29,3,2,Yes,8,3,No
30,67220,11,11,49,4,3,No,0,3,No
44,56225,0,13,24,4,1,No,6,3,No
44,64769,3,4,8,1,2,Yes,1,5,Yes
26,26230,0,11,23,3,2,No,8,4,No
42,79678,7,11,45,2,3,No,2,0,No
30,104372,6,10,4,1,4,No,2,6,No
46,85792,4,4,27,1,3,No,6,5,No
54,18000,0,3,45,2,2,No,4,3,Yes
48,70026,8,8,5,4,2,No,0,1,No
32,65789,15,15,10,1,4,No,0,1,No
27,29952,2,2,43,4,3,No,7,6,No
55,176580,5,34,44,3,1,Yes,1,4,Yes
43,138810,24,24,28,2,2,No,4,5,No
52,81304,4,17,26,1,1,No,2,0,No
35,64638,11,12,14,1,1,No,1,5,No
40,109753,21,21,26,3,4,No,8,1,No
22,43496,5,6,21,2,3,No,8,0,No
35,58176,16,16,23,4,2,No,0,4,No
28,79948,4,10,16,2,2,No,1,4,No
44,18000,0,1,26,3,4,No,2,0,Yes
56,44072,0,5,21,4,3,Yes,4,5,Yes
38,29119,4,4,19,4,2,No,7,0,No
49,79786,5,12,48,2,2,No,3,6,No
44,92715,17,23,17,1,3,No,3,6,No
41,69100,11,19,5,4,4,No,3,3,No
22,40065,2,7,12,1,3,No,5,2,No
54,40434,0,3,11,3,3,Yes,2,1,No
22,57517,3,5,16,4,2,Yes,8,0,No
56,39034,1,2,5,1,4,Yes,8,3,No
60,32572,2,6,21,2,3,No,4,1,No
52,107744,13,21,1,4,4,Yes,2,5,No
58,32565,0,5,21,2,2,No,3,3,No
49,70777,6,12,50,3,4,Yes,3,0,No
53,140292,14,33,17,4,4,Yes,1,0,No
51,18000,0,3,23,2,3,No,3,4,No
23,25544,1,5,25,1,4,No,8,5,No
51,135814,18,29,14,2,2,Yes,1,1,No
46,18519,0,1,32,1,2,Yes,7,1,Yes
48,136517,9,26,23,4,3,Yes,2,6,No
34,39948,9,11,47,3,2,Yes,7,4,No
28,49057,0,8,27,3,3,No,8,0,No
