Age,Income,LoanAmount,CreditScore,EmploymentYears,ExistingLoans,MonthlyDebt,LoanTerm,PreviousDefault,HomeOwnership,Default
33,306859,884515,719,4,1,10159,36,No,Rent,1
60,790880,602819,699,27,4,45221,60,No,Mortgage,0
36,730860,881867,702,7,1,23640,24,No,Mortgage,0
54,242637,377108,846,20,3,25122,36,No,Own,0
38,847752,457838,663,15,2,30286,48,No,Mortgage,0
55,1247087,854136,611,19,4,26115,48,No,Rent,0
39,1165670,710349,655,18,4,38489,36,Yes,Rent,0
49,375752,327518,659,22,5,17593,60,No,Rent,0
60,1378110,945208,601,30,2,7906,36,No,Rent,0
38,335764,545862,580,17,1,4444,48,No,Mortgage,1
26,631621,309378,752,0,5,36125,36,No,Rent,0
58,974792,1125927,559,0,2,11530,60,Yes,Rent,1
45,172680,50000,757,16,0,10573,24,Yes,Mortgage,0
41,1098174,397285,676,11,1,20711,60,No,Mortgage,0
27,1206140,1125259,565,7,3,8916,60,No,Rent,0
47,670794,50000,517,8,2,146,60,No,Own,0
24,1015449,171152,603,2,5,51027,84,No,Rent,0
30,1328289,710714,661,16,4,13006,12,No,Rent,0
57,844506,980726,699,32,2,9794,24,No,Rent,0
53,821424,202569,763,1,3,30350,60,No,Own,0
37,150000,740865,798,5,5,37073,60,No,Mortgage,1
30,504965,999870,554,8,0,1578,36,No,Rent,1
64,586830,961246,806,29,0,8802,60,Yes,Rent,0
33,751373,1225241,524,9,1,5246,12,No,Mortgage,1
21,985189,303589,722,5,2,13367,60,Yes,Rent,0
49,872052,262615,788,8,5,15420,36,No,Mortgage,0
23,1018793,603973,696,2,2,27589,36,No,Mortgage,0
21,196713,256911,703,5,1,3621,36,No,Mortgage,0
34,150000,341842,557,1,4,23164,60,No,Rent,1
41,174357,88094,631,0,2,19120,60,No,Rent,1
46,792240,403896,571,23,2,29072,60,No,Mortgage,0
62,150000,446505,764,25,4,22948,60,No,Own,1
49,203673,617050,751,15,2,25509,36,No,Mortgage,0
36,555819,716882,587,18,3,5753,36,No,Mortgage,0
34,820795,477565,750,16,3,21794,60,No,Mortgage,0
29,818272,794325,476,6,2,23509,60,No,Own,1
58,261479,70259,850,30,5,24784,24,No,Own,0
26,875501,223089,733,8,0,6498,60,No,Rent,0
52,681674,475247,721,5,4,41422,60,Yes,Rent,1
60,614148,511071,658,13,1,4277,60,No,Rent,0
22,150000,641359,690,3,3,31732,48,No,Rent,1
61,815969,890276,821,14,4,13408,60,Yes,Rent,0
39,318993,813670,713,23,5,54460,48,No,Rent,1
51,787435,141116,664,13,1,31925,84,Yes,Mortgage,0
23,597509,683332,777,5,4,37727,60,No,Mortgage,0
52,594489,55920,748,14,5,35131,60,No,Own,0
27,373215,1105629,776,8,1,14912,60,No,Mortgage,0
39,1096460,50000,721,12,3,17689,24,No,Rent,0
45,455857,937359,574,28,3,19320,12,No,Mortgage,1
39,423710,472565,691,1,3,34435,48,No,Mortgage,0
47,674734,92543,637,27,2,18461,60,Yes,Mortgage,1
33,382519,408229,806,1,2,20649,60,No,Mortgage,0
42,1065398,535465,621,4,3,26839,36,No,Mortgage,0
47,755657,148454,538,19,4,40712,48,No,Rent,0
55,1353079,437979,513,22,3,30292,60,No,Rent,0
30,541138,376842,627,8,1,36047,84,No,Mortgage,0
22,676760,704054,593,1,3,30069,48,Yes,Mortgage,0
41,897643,1011489,822,17,1,13183,84,No,Own,0
54,1008921,591292,682,7,4,19743,60,No,Rent,0
56,1087512,471938,655,21,1,34977,48,No,Mortgage,0
57,750696,50000,660,10,0,6786,36,No,Rent,0
32,680908,813303,552,11,0,1391,60,No,Rent,0
38,971018,644012,803,20,4,40944,84,No,Rent,0
44,1060331,76535,726,4,3,33573,36,No,Rent,0
35,157282,617386,588,10,3,22431,24,No,Rent,1
24,589062,858191,398,3,4,17364,48,No,Rent,1
35,635241,278708,727,6,5,38088,60,No,Rent,0
21,743956,575983,655,1,3,31368,60,No,Rent,0
45,181053,850357,686,19,5,48322,48,No,Rent,1
22,667249,50000,654,7,3,49957,24,Yes,Mortgage,0
62,150000,1146153,811,2,3,22116,48,No,Rent,1
65,535088,219436,673,5,3,42408,84,No,Mortgage,0
41,1154372,330820,769,9,4,28828,48,No,Rent,0
57,945915,351995,692,32,5,43217,60,No,Own,0
24,327162,610852,577,7,3,32611,36,No,Rent,1
56,1165673,532605,634,10,1,14154,48,No,Rent,0
61,473047,358038,720,11,1,17100,24,No,Own,0
28,1002950,994018,770,12,2,21647,48,No,Own,0
62,783229,306654,586,23,1,7780,60,No,Mortgage,1
27,164583,544155,735,13,5,30868,24,No,Rent,1
35,1813205,545896,549,18,3,28649,24,No,Rent,0
33,437634,73559,724,5,0,30866,48,No,Own,0
21,395436,543803,699,1,5,28798,24,No,Rent,1
27,571333,50000,507,5,2,4649,48,No,Mortgage,0
21,740689,399680,829,0,3,15017,60,Yes,Own,0
21,496830,200040,824,4,5,39497,36,No,Own,0
49,416634,903373,569,13,3,31405,24,No,Own,1
58,286468,684208,736,31,2,47192,36,No,Own,0
21,752525,716073,601,5,5,43091,60,Yes,Rent,1
44,795489,968884,683,14,1,17533,36,No,Rent,0
51,566789,1094489,612,28,2,31718,24,No,Rent,1
50,749709,50000,726,5,0,20645,60,No,Own,0
36,990810,50000,649,16,4,27886,60,No,Rent,0
34,185264,663069,641,17,2,11126,60,No,Own,1
31,639841,1127481,795,14,2,28141,24,No,Rent,0
30,916693,93064,506,10,4,23224,24,No,Own,0
50,692577,50000,534,8,4,45150,48,No,Rent,0
34,186107,683021,579,10,2,22175,24,No,Rent,1
27,696575,990719,731,6,5,19958,60,No,Mortgage,0
61,402505,177542,579,0,0,21860,60,Yes,Own,1
58,786852,463692,668,1,4,41689,60,Yes,Rent,0
28,906917,732410,755,2,3,21637,24,No,Mortgage,0
58,316417,325700,685,0,3,40970,60,Yes,Own,1
58,981693,61265,638,5,2,25499,24,No,Mortgage,1
26,330366,425771,626,11,0,599,24,Yes,Mortgage,1
47,316510,298694,652,24,4,15872,60,No,Rent,0
47,867172,166070,820,5,1,11651,60,No,Rent,0
50,381655,457635,832,23,4,19570,60,No,Mortgage,0
35,1078621,847435,588,4,5,37085,24,No,Rent,0
41,343085,474359,635,12,3,17534,36,No,Mortgage,0
62,614990,745897,691,24,4,22632,36,Yes,Own,0
59,880379,534124,669,12,2,27459,36,No,Mortgage,0
59,376692,755789,847,27,0,28068,84,No,Rent,0
37,679673,114653,725,0,4,23499,60,No,Mortgage,0
59,975997,1146649,774,12,2,22689,36,No,Own,0
25,606043,414011,647,6,3,11600,24,No,Own,0
36,960529,531597,800,18,5,44718,84,No,Rent,0
44,1009734,1467480,628,16,1,21680,60,No,Own,0
55,479417,854447,767,5,2,27756,36,No,Rent,0
25,849603,664969,681,8,4,31801,24,No,Mortgage,0
30,1024270,60656,779,9,5,28085,60,No,Rent,0
57,948335,704177,669,17,1,0,24,Yes,Own,1
39,1231600,113264,713,21,0,2849,36,No,Own,0
54,622993,758234,618,13,4,37100,60,Yes,Own,0
35,1103783,760568,731,10,4,41903,24,Yes,Mortgage,0
52,1233621,460698,661,0,2,20257,48,No,Rent,0
62,820470,395967,743,20,5,40116,36,No,Mortgage,0
22,639767,755149,850,4,3,0,24,No,Own,0
30,160802,191533,664,18,1,24156,60,No,Rent,0
30,736559,50000,658,1,4,62871,36,No,Mortgage,0
42,1011694,321203,666,13,4,36607,60,No,Own,0
39,495349,1130695,593,14,0,0,60,No,Mortgage,1
60,363167,243016,730,14,3,16443,48,No,Mortgage,0
62,635493,74017,502,23,0,23973,60,No,Mortgage,0
54,979525,560520,822,9,5,44334,60,No,Own,0
24,1356620,207134,738,10,5,44476,84,No,Rent,0
47,1138872,1006281,836,20,2,4709,12,Yes,Own,0
51,169583,296101,637,12,2,37259,60,No,Own,1
55,150000,479913,753,23,5,8198,36,Yes,Own,1
60,285989,801766,734,16,3,30051,36,No,Mortgage,0
29,967436,720492,673,9,1,5683,36,No,Own,0
29,832185,1213466,539,9,2,20403,84,Yes,Mortgage,1
34,720732,1130506,556,10,3,24613,36,No,Own,1
29,992046,50000,584,11,3,25736,60,No,Mortgage,0
49,646083,372532,775,20,5,41561,60,No,Own,0
32,852799,50000,551,12,2,6440,36,No,Rent,0
44,1116567,98188,727,8,1,18243,36,No,Mortgage,0
41,451947,696011,751,6,1,10216,84,No,Rent,0
32,963765,797558,558,15,5,37811,60,No,Mortgage,1
48,1415255,562646,759,5,5,35699,60,No,Own,0
47,511709,323566,627,9,4,33188,36,No,Mortgage,0
49,713862,90188,567,4,3,37771,48,No,Rent,0
38,995756,487870,611,19,1,28861,36,No,Mortgage,0
63,926061,489457,678,13,0,34449,48,Yes,Mortgage,0
45,668837,352837,651,9,0,17564,36,No,Mortgage,0
62,978094,348179,550,8,5,24289,36,No,Rent,0
48,739802,163568,834,8,1,18967,36,No,Mortgage,0
29,1045058,1043827,608,7,5,39357,60,No,Own,0
55,1111544,79002,704,26,5,33217,48,No,Rent,0
30,557185,301250,826,15,5,34698,60,No,Rent,0
24,199554,462538,769,8,0,11843,36,No,Rent,1
21,825864,63578,695,3,4,13157,48,No,Rent,0
51,626674,823172,664,4,2,28968,36,No,Mortgage,1
28,451403,869814,782,0,4,22760,84,No,Rent,0
50,530656,385074,657,9,1,15750,36,Yes,Rent,0
44,757303,1010568,671,22,5,50597,60,No,Rent,1
45,808882,720676,464,19,4,33291,36,No,Rent,1
60,641757,612325,841,15,2,20967,36,Yes,Rent,0
23,307069,547268,682,0,5,25819,24,No,Rent,0
26,1006260,713787,686,13,1,6936,60,No,Own,0
21,1065654,361894,724,7,2,930,60,Yes,Rent,0
21,689788,317372,703,4,5,17599,36,No,Own,0
53,1310884,589797,653,9,1,22052,48,No,Rent,0
63,479462,743291,671,2,5,42229,24,No,Own,1
37,747788,784183,480,18,0,0,48,No,Mortgage,0
44,567060,141734,812,9,2,19520,24,No,Own,0
21,744285,447187,616,5,5,25300,48,No,Mortgage,0
24,691723,770757,728,4,2,38353,48,No,Rent,0
52,725978,638846,675,7,0,19149,36,No,Rent,0
25,384711,495419,464,7,5,22164,84,Yes,Rent,1
50,150000,380391,492,20,0,25188,36,No,Rent,1
23,151766,602662,674,6,3,33024,48,No,Rent,1
33,849428,314724,710,10,1,1619,60,No,Rent,0
63,568995,989311,785,18,0,12000,60,No,Rent,0
64,626962,806910,734,29,2,21034,36,Yes,Own,1
25,717231,694690,601,4,4,39411,60,Yes,Rent,1
30,334066,1274247,500,0,1,7554,48,No,Rent,1
47,533445,852986,752,9,3,29573,60,No,Mortgage,0
31,976497,825760,702,14,3,16856,36,Yes,Mortgage,0
25,616324,210441,628,4,4,19085,48,Yes,Mortgage,0
26,1074130,66684,603,12,1,6116,36,No,Own,0
55,319108,678158,759,29,4,44817,36,No,Own,0
61,259900,359819,631,0,2,38950,24,No,Rent,1
57,1026353,708883,684,14,2,21015,24,No,Mortgage,0
40,1035500,481662,607,10,2,31308,36,No,Mortgage,0
63,867887,500664,821,6,5,31872,36,No,Own,0
59,499932,139018,714,9,0,10593,36,No,Rent,0
31,1657719,349538,775,6,1,12508,36,No,Rent,0
21,897056,85112,696,1,1,17871,36,No,Rent,0
24,1264837,50000,519,13,3,21636,60,No,Mortgage,1
27,823601,466350,721,7,4,41374,36,No,Mortgage,0
50,490161,597933,828,10,0,19039,60,No,Rent,0
65,253620,62975,690,19,1,17939,24,No,Mortgage,0
47,716021,826058,758,16,0,21330,60,No,Own,0
31,920293,527338,590,11,5,34220,36,No,Rent,1
31,376698,417211,647,8,4,31570,48,Yes,Own,1
21,548193,241194,818,4,5,34497,36,No,Own,0
23,628812,331895,736,3,2,16812,24,No,Rent,0
61,1346548,1012682,567,25,2,37632,60,No,Own,0
23,1067717,563872,636,0,0,22797,84,No,Own,0
31,608789,50257,640,8,5,38648,60,No,Mortgage,0
52,1105940,822943,580,20,3,41433,60,No,Rent,1
23,562279,701468,850,5,2,1039,24,No,Own,0
33,567107,448115,716,11,1,4465,36,Yes,Own,0
37,474087,457112,796,1,2,16801,60,No,Mortgage,0
42,733476,640289,583,14,3,17382,60,No,Rent,0
28,248313,761648,653,11,4,37797,60,No,Own,1
56,924105,942938,743,32,3,11911,24,No,Rent,0
33,294004,984370,578,7,4,22897,36,No,Rent,1
54,794514,50000,745,22,2,48521,60,Yes,Rent,0
60,263545,876647,831,16,5,32501,48,No,Rent,1
43,882933,344672,762,23,2,11609,24,No,Own,0
41,963225,501513,712,1,3,19398,12,No,Mortgage,0
41,1018829,472536,628,20,4,36264,36,No,Mortgage,0
54,1002307,393051,657,19,4,59042,60,No,Mortgage,0
34,741601,652326,613,5,5,39251,36,No,Rent,0
38,863001,665602,464,7,2,8954,48,No,Own,1
31,1090920,874230,701,8,0,19062,60,No,Mortgage,0
57,411778,697087,586,5,3,12017,36,No,Rent,1
31,924020,696241,679,13,4,41244,60,No,Own,0
43,1116561,68159,726,7,0,15123,36,No,Mortgage,0
29,1144178,209228,680,7,5,33789,60,No,Own,0
62,484405,213271,751,20,1,21535,36,Yes,Own,0
23,1352601,927923,719,8,1,0,60,No,Rent,0
53,1200208,660583,817,5,2,16955,24,No,Own,0
45,1044558,1244200,671,9,1,18526,60,No,Rent,0
58,1001027,790582,676,14,2,21209,24,No,Mortgage,0
27,1316567,986636,726,9,0,0,60,No,Rent,0
41,1289026,473370,717,20,3,24851,48,Yes,Rent,0
61,469865,111174,725,8,0,10127,36,No,Rent,0
51,961506,135373,593,1,2,34555,84,Yes,Own,0
54,368428,1065353,840,7,0,28745,60,Yes,Own,1
30,1082986,450645,646,12,5,24880,60,No,Rent,0
26,682218,1043458,710,8,3,21653,60,No,Mortgage,0
50,881065,820858,746,8,1,22192,36,No,Mortgage,0
52,555004,764156,675,16,5,28568,36,No,Rent,0
59,439816,827572,759,8,2,22506,36,No,Rent,0
63,212623,627280,840,20,3,27066,60,No,Mortgage,1
27,747396,416142,659,1,0,21824,36,No,Rent,0
23,728225,725153,726,6,2,32441,48,No,Rent,0
29,827057,507887,568,12,4,40034,36,No,Rent,1
36,766629,159941,771,17,2,25887,60,No,Own,0
29,338646,161607,596,0,5,44207,84,No,Own,0
60,527630,817077,659,19,4,48042,36,No,Rent,1
55,722621,907012,564,30,1,25417,36,No,Rent,0
28,1490343,321485,753,8,2,9969,36,No,Rent,0
49,1033018,447078,569,0,4,43130,36,No,Mortgage,0
39,891193,116006,615,12,4,45042,24,Yes,Rent,0
38,1826666,529736,563,18,5,29090,24,No,Rent,0
65,831828,563130,771,25,1,10577,24,No,Rent,0
42,552141,1258628,780,26,0,13029,60,No,Rent,0
49,550253,1051640,595,15,3,40632,60,No,Mortgage,0
58,150000,1148751,570,0,1,18777,24,Yes,Rent,1
56,614174,776039,611,12,3,36313,60,Yes,Own,1
43,1309419,605760,652,23,5,27472,48,No,Mortgage,0
63,604323,435363,583,30,2,38599,36,No,Own,0
57,295372,579523,744,2,2,18526,48,No,Rent,0
22,648397,883280,614,1,5,43974,36,No,Mortgage,0
57,150000,80447,516,16,2,3945,48,No,Mortgage,0
58,558224,919772,769,7,2,22480,36,No,Rent,0
64,1057140,358583,562,8,4,24264,36,No,Rent,1
30,910317,965191,674,13,5,37575,84,No,Mortgage,0
59,150000,457301,773,14,5,16126,48,Yes,Rent,1
61,890263,514321,715,28,2,21110,12,No,Rent,0
45,753094,1004552,583,10,0,15907,24,No,Rent,1
34,1198629,1129106,675,17,4,27747,24,Yes,Own,0
24,530331,1086254,743,6,0,10202,36,No,Own,1
25,777128,709002,736,13,5,29805,60,No,Own,0
60,256843,788238,716,12,4,29564,36,No,Mortgage,1
45,1472666,340478,684,11,4,35105,48,No,Mortgage,0
54,1010292,585058,850,6,5,41847,60,No,Own,0
32,603133,217243,801,13,4,30250,60,No,Own,0
25,938077,786515,551,12,2,32151,60,No,Rent,0
35,943293,787403,683,7,3,20048,24,No,Mortgage,0
58,1651667,799353,676,15,1,17931,48,No,Mortgage,0
29,800021,274908,778,9,4,34513,36,No,Rent,0
33,517050,411534,754,13,3,17702,60,No,Rent,0
47,947232,1394100,645,16,0,7287,36,Yes,Rent,0
32,1486670,96024,699,16,2,0,48,No,Own,0
52,795120,643011,701,16,0,1653,24,No,Mortgage,0
65,1041807,320832,574,8,5,25132,36,No,Rent,0
59,688791,413430,776,18,0,4010,48,No,Mortgage,0
37,967695,541318,705,10,1,17690,24,Yes,Rent,0
46,974210,67917,705,1,2,26789,36,No,Own,0
32,532185,101850,713,4,1,32308,48,No,Own,0
37,762910,321482,592,17,0,11573,36,No,Own,0
54,270150,363974,837,20,2,20307,36,No,Own,0
59,1076701,54042,746,7,2,15702,60,No,Mortgage,0
32,269482,982163,548,9,5,28909,36,No,Rent,1
35,896435,726840,644,9,4,30125,60,Yes,Rent,1
43,237821,280047,779,20,3,33011,60,Yes,Rent,1
47,704110,69687,752,22,2,27908,36,Yes,Own,0
34,811821,1166521,563,10,3,20678,84,Yes,Mortgage,1
31,365112,690080,630,1,5,36404,60,No,Own,1
59,263786,51797,675,11,0,26849,36,No,Rent,0
42,947673,529032,710,8,0,19101,24,Yes,Rent,0
58,303898,70338,850,28,5,30363,24,No,Own,0
63,1056462,978356,744,4,0,19883,12,Yes,Own,0
42,516942,86680,729,3,3,24752,36,No,Rent,0
46,732108,101302,751,18,5,27893,36,No,Rent,0
21,435112,412277,730,3,4,18569,36,No,Rent,0
59,1332255,956767,615,30,1,10049,36,No,Rent,0
62,652722,50000,757,10,3,27910,36,No,Rent,0
39,1378337,258015,680,21,5,37118,60,No,Rent,0
32,962391,658369,658,4,3,32956,84,No,Rent,1
50,547815,675690,698,6,2,27720,36,No,Mortgage,1
28,1135452,351182,692,11,4,29670,12,No,Own,0
65,261447,774785,593,6,2,43277,24,No,Own,1
22,371837,423924,426,7,4,32622,84,Yes,Rent,1
37,538569,1136995,605,7,2,19345,60,No,Own,1
46,468823,374461,762,23,1,12341,24,No,Mortgage,0
43,1137025,855954,691,16,1,27992,24,No,Rent,0
37,1345538,573511,777,17,0,17884,24,No,Rent,0
31,715779,132793,672,16,3,47888,24,No,Mortgage,0
61,1029216,899585,642,29,2,44411,84,No,Rent,0
61,757712,566881,747,1,5,16791,24,No,Rent,0
38,712411,247254,626,3,2,31548,48,No,Rent,0
59,784459,986723,619,20,4,24001,36,No,Rent,1
53,976377,499693,495,15,1,23522,12,No,Rent,0
64,541521,389943,701,23,1,6918,36,No,Mortgage,0
60,770821,67701,509,16,3,47049,60,No,Own,0
62,1178125,1068668,768,15,5,44906,36,No,Rent,0
45,741942,722953,481,24,5,36185,36,No,Rent,1
63,861162,134111,654,22,5,32675,12,Yes,Rent,0
40,150000,50000,772,1,4,25781,24,No,Mortgage,0
51,963299,371742,683,17,3,24443,60,No,Mortgage,0
51,692121,146460,850,9,0,20181,36,No,Mortgage,0
23,660779,657411,706,7,4,16435,12,Yes,Mortgage,0
27,1055072,582738,579,10,0,26626,48,Yes,Rent,1
26,1225923,50000,758,5,5,36043,36,No,Rent,0
36,276474,1106267,762,8,0,9334,36,No,Own,1
42,1290667,827486,749,27,0,21282,60,No,Mortgage,0
34,1478161,604320,724,15,0,4358,48,No,Rent,0
51,721945,593925,707,16,0,695,24,No,Mortgage,0
24,944127,536570,741,6,4,31195,84,No,Own,0
37,849648,867898,785,17,3,28747,24,No,Mortgage,0
38,1270429,98397,535,23,2,17847,36,Yes,Rent,0
21,572731,475045,625,2,2,17056,60,No,Rent,0
25,395235,429378,812,3,1,16633,36,No,Rent,0
50,605784,311424,573,15,5,50765,36,No,Mortgage,0
42,641618,1072760,672,12,2,39545,36,No,Mortgage,0
53,630647,323547,555,15,5,45477,36,No,Mortgage,1
59,759549,282018,549,11,5,47661,36,No,Own,1
21,453222,725584,666,4,0,1872,24,No,Own,1
61,503665,384096,745,17,0,6807,36,No,Mortgage,0
25,1350177,586269,560,6,4,23162,60,No,Own,0
50,818239,753868,576,31,3,33607,60,Yes,Own,1
65,613902,60073,850,13,3,24387,60,No,Mortgage,0
37,794519,737606,546,0,2,19353,36,No,Mortgage,1
42,900539,50000,587,21,0,14345,12,No,Own,0
55,490004,387090,788,26,1,19871,36,No,Own,0
43,714978,673655,607,8,1,14833,24,No,Own,0
59,1341532,639432,813,25,1,22433,60,No,Rent,0
57,526507,317088,494,28,2,35575,60,No,Rent,1
48,822181,811342,547,28,0,29889,12,No,Rent,0
61,481943,252343,623,3,2,21533,48,No,Rent,0
34,792925,993164,501,16,5,41316,36,No,Mortgage,1
31,624042,600980,627,0,0,16048,36,No,Own,0
49,857549,318065,799,15,4,37499,36,No,Mortgage,0
48,606274,50000,760,22,3,10724,24,No,Rent,0
30,932772,485125,683,0,1,29638,60,No,Rent,0
27,824180,798157,598,12,2,31812,36,No,Own,0
64,976071,265985,512,7,4,21006,36,No,Rent,0
21,700940,452169,647,2,1,22460,12,No,Mortgage,0
51,1491460,152156,747,5,3,21443,60,No,Rent,0
42,150000,50000,774,3,3,30468,24,No,Mortgage,0
38,150000,738101,756,13,5,28526,60,No,Rent,1
26,957494,68716,673,8,1,21825,60,No,Mortgage,0
62,227652,429354,725,26,0,17091,24,Yes,Own,0
48,876846,378766,751,21,5,39401,36,No,Mortgage,0
21,927559,549807,706,3,4,35086,36,No,Mortgage,1
57,674432,609869,742,7,0,23865,48,No,Rent,0
50,332719,515165,717,12,2,32054,36,No,Own,0
43,736476,452098,774,19,0,23995,60,No,Own,0
51,969989,323820,638,20,0,10807,48,No,Rent,0
63,616188,639948,813,14,1,6141,24,Yes,Rent,1
52,150000,399213,468,17,2,26254,36,No,Rent,1
25,496989,711807,690,6,4,19529,12,Yes,Mortgage,1
43,150000,728637,717,27,4,40899,12,No,Rent,1
43,191624,668702,760,15,0,16100,12,No,Rent,1
54,800878,259432,580,24,5,39924,12,No,Rent,0
38,387021,100808,640,9,5,17442,36,No,Rent,0
38,1717603,657539,544,17,4,26221,24,No,Rent,1
56,1375092,975520,587,29,1,7162,36,No,Rent,0
31,178835,51658,698,6,0,22893,48,No,Mortgage,0
41,513346,1111003,850,19,2,26270,36,No,Rent,0
47,1085578,713566,622,29,3,12782,36,No,Mortgage,0
32,935020,479829,687,0,1,35489,60,No,Rent,0
60,741953,517785,674,4,0,0,60,No,Own,0
28,486197,358328,619,10,3,36904,84,No,Mortgage,0
45,420466,73350,675,10,1,0,60,No,Own,0
45,917553,922278,502,13,3,22498,12,Yes,Mortgage,1
61,150000,333851,780,28,5,29161,60,No,Own,1
31,507133,761114,621,6,3,25160,36,No,Mortgage,1
26,958384,750368,523,5,1,30917,24,No,Rent,0
36,363788,63360,590,12,3,13153,36,No,Rent,1
24,150000,50000,690,6,5,35996,60,No,Own,0
46,862024,1232312,680,11,4,27779,60,No,Own,1
21,718474,744247,623,4,4,35605,48,Yes,Mortgage,1
48,908981,153060,780,3,2,7220,60,No,Rent,0
53,1237874,230951,722,15,4,33891,60,No,Rent,0
52,458213,1242072,584,11,5,21687,60,Yes,Rent,1
27,1559791,296710,678,10,3,47926,48,No,Rent,0
40,627968,429962,471,20,2,17478,12,No,Mortgage,1
63,243086,70962,621,20,0,0,36,No,Own,0
34,150000,739940,753,17,5,33971,48,No,Own,1
60,185957,55880,656,10,4,33580,36,No,Mortgage,1
46,571479,105510,774,15,2,22850,36,No,Rent,0
50,150000,327799,636,32,2,10662,60,Yes,Rent,1
39,438275,50000,690,1,1,10297,84,No,Own,0
60,192907,1004376,564,4,2,9230,24,Yes,Own,1
54,345205,589957,719,13,2,28754,36,No,Own,0
63,1103136,1146477,639,30,0,24504,60,No,Rent,1
59,776308,797679,715,24,2,26000,36,No,Rent,0
60,425684,57799,629,20,0,11431,60,No,Rent,0
21,1057101,50000,647,4,4,2781,36,No,Own,0
24,150000,671642,553,3,2,17569,36,Yes,Rent,1
43,341148,468722,749,22,5,32978,36,No,Rent,0
47,722505,205928,683,34,2,6883,24,No,Mortgage,0
30,1350335,562188,810,16,1,17909,24,No,Rent,0
42,567551,1333751,763,24,1,16672,60,No,Rent,0
61,271268,522999,627,4,0,14723,24,No,Own,1
40,552564,394811,808,8,1,23733,60,No,Own,0
60,539822,814994,668,18,4,49797,36,No,Rent,1
43,1119518,239097,685,26,2,16838,12,No,Rent,0
59,707545,390673,647,25,3,18985,84,No,Rent,0
22,150000,586404,553,4,3,15917,36,Yes,Rent,1
59,778205,293617,526,13,5,46116,36,No,Own,1
46,494349,404677,666,23,5,34891,48,No,Rent,0
58,1391882,795040,670,25,5,34691,12,Yes,Rent,0
57,952134,50000,676,14,1,9252,12,No,Rent,0
33,486703,354531,695,10,0,3255,36,Yes,Own,1
48,872682,290488,812,6,4,15634,36,No,Mortgage,0
35,735120,541361,717,17,2,19101,36,No,Mortgage,0
41,272499,1050159,635,22,1,14579,36,Yes,Mortgage,1
40,458938,298700,785,13,5,48461,24,No,Rent,0
28,370428,768220,588,9,5,47251,60,Yes,Mortgage,1
41,1237052,89323,792,24,3,7858,48,No,Rent,1
44,1211642,245000,701,26,0,15939,12,No,Rent,0
48,527102,775755,661,27,0,424,12,No,Rent,0
31,704151,417777,651,8,5,32230,60,No,Mortgage,1
54,919517,461682,702,7,3,35754,84,No,Rent,0
36,297091,491468,617,17,1,20568,48,No,Rent,1
27,1222482,86664,769,4,5,34885,36,No,Rent,0
38,1049153,659323,582,6,3,9754,24,Yes,Own,1
44,641283,176654,785,26,2,21677,36,No,Mortgage,0
64,735680,50000,593,4,2,28249,36,No,Mortgage,0
27,150000,541490,713,12,5,31717,24,No,Rent,1
63,883928,440263,635,24,5,48860,48,No,Rent,0
48,635441,923451,646,8,3,34137,60,No,Rent,1
65,806142,430244,658,7,0,0,60,No,Own,0
46,258373,360495,757,23,3,18177,36,No,Mortgage,0
39,819745,683384,850,16,1,20750,60,No,Rent,0
65,948823,733813,754,11,1,0,48,Yes,Rent,0
43,332229,859820,675,1,5,54771,60,No,Rent,1
63,1098469,758928,640,19,3,22809,36,No,Mortgage,0
59,265007,656524,731,29,5,45338,36,No,Own,1
47,1099811,974976,640,28,4,44751,48,Yes,Own,0
42,930884,401782,584,5,0,19225,60,No,Rent,0
40,1316115,780883,742,24,0,22328,60,No,Mortgage,0
33,573651,207266,744,14,5,31126,60,No,Own,0
21,1104795,50000,767,3,4,18200,36,No,Rent,0
41,704499,1110116,723,15,2,26417,60,No,Mortgage,0
36,381714,878811,723,12,3,22373,48,No,Rent,1
29,1023635,1089865,714,12,1,12035,60,No,Mortgage,0
56,672723,838301,622,29,2,15223,36,No,Own,0
21,845456,499997,698,4,2,33451,36,No,Mortgage,0
65,863719,747291,669,9,5,33015,48,No,Own,0
45,781644,906014,687,24,4,32273,60,No,Rent,0
30,192316,1600000,643,11,2,16291,36,Yes,Rent,1
65,1013915,681823,783,0,4,43612,12,No,Mortgage,1
43,759556,725405,651,7,1,3474,60,No,Own,1
62,557834,50000,670,0,4,35836,48,No,Own,0
27,307592,782119,572,5,5,37530,36,No,Rent,1
38,1174911,395285,756,5,5,29976,48,No,Rent,0
48,663537,603796,673,8,3,25252,36,No,Rent,0
24,201146,401827,760,5,1,11732,36,No,Rent,1
58,612082,396081,734,8,3,20414,48,No,Rent,0
39,597966,466311,622,3,0,19270,24,No,Rent,0
48,988054,50000,730,5,4,33433,36,No,Rent,0
27,724212,656560,850,7,4,31679,60,Yes,Own,0
31,1570564,670600,608,12,0,0,36,No,Rent,1
44,957637,1337875,612,16,2,3084,36,Yes,Rent,0
26,609149,661901,692,7,4,16225,12,Yes,Mortgage,0
31,1003620,919712,703,14,3,15127,36,Yes,Mortgage,0
40,427603,307881,632,14,5,13041,36,No,Mortgage,0
44,1256962,518783,722,17,1,31804,48,Yes,Rent,0
61,1185839,79088,722,28,5,51118,60,No,Rent,0
